,No correction,,ECP2,,ECP6,,SAFER_32,,PAYG,,FREE-p,,Aegis 9x61,,Zombie_XOR,,RIDER,,RIDER + FREE-p,,RIDER + ECP4,,RIDER-XOR,,RIDER-XOR + ECP4,,RIDER + Aegis 17x31
,,,,9.48E+08,101.07,9.95E+08,102.17,,,,,1.87E+09,98.855,1.87E+09,99.383,,,,,,,1.87E+09,98.62,1.87E+09,100.45,1.87E+09,101.55
,,,,9.48E+08,101.07,9.95E+08,102.17,,,,,1.87E+09,98.855,1.87E+09,99.383,,,,,,,1.87E+09,98.616,1.87E+09,100.45,1.87E+09,101.55
,,,,9.48E+08,101.07,9.96E+08,102.17,,,,,1.87E+09,98.855,1.87E+09,99.383,,,,,,,1.87E+09,98.614,1.87E+09,100.45,1.87E+09,101.55
,,,,9.48E+08,101.07,9.96E+08,102.17,,,,,1.88E+09,98.855,1.87E+09,99.383,,,,,,,1.88E+09,98.609,1.87E+09,100.45,1.87E+09,101.55
,,,,9.49E+08,101.07,9.96E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.61,1.88E+09,100.45,1.88E+09,101.55
,,,,9.49E+08,101.07,9.96E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.608,1.88E+09,100.45,1.88E+09,101.55
,,,,9.49E+08,101.07,9.96E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.603,1.88E+09,100.45,1.88E+09,101.55
,,,,9.49E+08,101.07,9.97E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.603,1.88E+09,100.45,1.88E+09,101.55
,,,,9.49E+08,101.07,9.97E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.601,1.88E+09,100.45,1.88E+09,101.55
,,,,9.50E+08,101.07,9.97E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.594,1.88E+09,100.45,1.88E+09,101.55
,,,,9.50E+08,101.07,9.97E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.587,1.88E+09,100.45,1.88E+09,101.55
,,,,9.50E+08,101.07,9.98E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.582,1.88E+09,100.45,1.88E+09,101.55
,,,,9.50E+08,101.07,9.98E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.583,1.88E+09,100.45,1.88E+09,101.55
,,,,9.50E+08,101.07,9.98E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.582,1.88E+09,100.45,1.88E+09,101.55
,,,,9.51E+08,101.07,9.98E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.574,1.88E+09,100.45,1.88E+09,101.55
,,,,9.51E+08,101.07,9.98E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.57,1.88E+09,100.45,1.88E+09,101.55
,,,,9.51E+08,101.07,9.99E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.564,1.88E+09,100.45,1.88E+09,101.55
,,,,9.51E+08,101.07,9.99E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.563,1.88E+09,100.45,1.88E+09,101.55
,,,,9.51E+08,101.07,9.99E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.558,1.88E+09,100.45,1.88E+09,101.55
,,,,9.52E+08,101.07,9.99E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.552,1.88E+09,100.45,1.88E+09,101.55
,,,,9.52E+08,101.07,9.99E+08,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.55,1.88E+09,100.45,1.88E+09,101.55
,,,,9.52E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.547,1.88E+09,100.45,1.88E+09,101.55
,,,,9.52E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.543,1.88E+09,100.45,1.88E+09,101.55
,,,,9.52E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.539,1.88E+09,100.45,1.88E+09,101.55
,,,,9.53E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.536,1.88E+09,100.45,1.88E+09,101.55
,,,,9.53E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.537,1.88E+09,100.45,1.88E+09,101.55
,,,,9.53E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.531,1.88E+09,100.45,1.88E+09,101.55
,,,,9.53E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.53,1.88E+09,100.45,1.88E+09,101.55
,,,,9.53E+08,101.07,1.00E+09,102.17,,,,,1.88E+09,98.855,1.88E+09,99.383,,,,,,,1.88E+09,98.53,1.88E+09,100.45,1.88E+09,101.55
,,,,9.54E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.88E+09,99.383,,,,,,,1.89E+09,98.524,1.89E+09,100.45,1.88E+09,101.55
,,,,9.54E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.524,1.89E+09,100.45,1.89E+09,101.55
,,,,9.54E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.523,1.89E+09,100.45,1.89E+09,101.55
,,,,9.54E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.524,1.89E+09,100.45,1.89E+09,101.55
,,,,9.54E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.52,1.89E+09,100.45,1.89E+09,101.55
,,,,9.54E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.517,1.89E+09,100.45,1.89E+09,101.55
,,,,9.55E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.512,1.89E+09,100.45,1.89E+09,101.55
,,,,9.55E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.503,1.89E+09,100.45,1.89E+09,101.55
,,,,9.55E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.501,1.89E+09,100.45,1.89E+09,101.55
,,,,9.55E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.492,1.89E+09,100.45,1.89E+09,101.55
,,,,9.55E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.49,1.89E+09,100.45,1.89E+09,101.55
,,,,9.56E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.491,1.89E+09,100.45,1.89E+09,101.55
,,,,9.56E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.488,1.89E+09,100.45,1.89E+09,101.55
,,,,9.56E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.483,1.89E+09,100.45,1.89E+09,101.55
,,,,9.56E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.479,1.89E+09,100.45,1.89E+09,101.55
,,,,9.56E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.47,1.89E+09,100.45,1.89E+09,101.55
,,,,9.57E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.463,1.89E+09,100.45,1.89E+09,101.55
,,,,9.57E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.465,1.89E+09,100.45,1.89E+09,101.55
,,,,9.57E+08,101.07,1.00E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.464,1.89E+09,100.45,1.89E+09,101.55
,,,,9.57E+08,101.07,1.01E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.46,1.89E+09,100.45,1.89E+09,101.55
,,,,9.57E+08,101.07,1.01E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.454,1.89E+09,100.45,1.89E+09,101.55
,,,,9.58E+08,101.07,1.01E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.451,1.89E+09,100.45,1.89E+09,101.55
,,,,9.58E+08,101.07,1.01E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.448,1.89E+09,100.45,1.89E+09,101.55
,,,,9.58E+08,101.07,1.01E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.442,1.89E+09,100.45,1.89E+09,101.55
,,,,9.58E+08,101.07,1.01E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.438,1.89E+09,100.45,1.89E+09,101.55
,,,,9.58E+08,101.07,1.01E+09,102.17,,,,,1.89E+09,98.855,1.89E+09,99.383,,,,,,,1.89E+09,98.437,1.89E+09,100.45,1.89E+09,101.55
,,,,9.59E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.89E+09,99.383,,,,,,,1.90E+09,98.431,1.90E+09,100.45,1.89E+09,101.55
,,,,9.59E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.431,1.90E+09,100.45,1.90E+09,101.55
,,,,9.59E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.423,1.90E+09,100.45,1.90E+09,101.55
,,,,9.59E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.417,1.90E+09,100.45,1.90E+09,101.55
,,,,9.59E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.419,1.90E+09,100.45,1.90E+09,101.55
,,,,9.60E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.414,1.90E+09,100.45,1.90E+09,101.55
,,,,9.60E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.411,1.90E+09,100.45,1.90E+09,101.55
,,,,9.60E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.406,1.90E+09,100.45,1.90E+09,101.55
,,,,9.60E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.405,1.90E+09,100.45,1.90E+09,101.55
,,,,9.60E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.402,1.90E+09,100.45,1.90E+09,101.55
,,,,9.61E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.398,1.90E+09,100.45,1.90E+09,101.55
,,,,9.61E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.388,1.90E+09,100.45,1.90E+09,101.55
,,,,9.61E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.385,1.90E+09,100.45,1.90E+09,101.55
,,,,9.61E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.385,1.90E+09,100.45,1.90E+09,101.55
,,,,9.61E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.386,1.90E+09,100.45,1.90E+09,101.55
,,,,9.62E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.376,1.90E+09,100.45,1.90E+09,101.55
,,,,9.62E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.371,1.90E+09,100.45,1.90E+09,101.55
,,,,9.62E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.368,1.90E+09,100.45,1.90E+09,101.55
,,,,9.62E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.359,1.90E+09,100.45,1.90E+09,101.55
,,,,9.62E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.353,1.90E+09,100.45,1.90E+09,101.55
,,,,9.63E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.35,1.90E+09,100.45,1.90E+09,101.55
,,,,9.63E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.346,1.90E+09,100.45,1.90E+09,101.55
,,,,9.63E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.342,1.90E+09,100.45,1.90E+09,101.55
,,,,9.63E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.339,1.90E+09,100.45,1.90E+09,101.55
,,,,9.63E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.333,1.90E+09,100.45,1.90E+09,101.55
,,,,9.63E+08,101.07,1.01E+09,102.17,,,,,1.90E+09,98.855,1.90E+09,99.383,,,,,,,1.90E+09,98.325,1.90E+09,100.45,1.90E+09,101.55
,,,,9.64E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.90E+09,99.383,,,,,,,1.91E+09,98.326,1.91E+09,100.45,1.90E+09,101.55
,,,,9.64E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.325,1.91E+09,100.45,1.91E+09,101.55
,,,,9.64E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.326,1.91E+09,100.45,1.91E+09,101.55
,,,,9.64E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.313,1.91E+09,100.45,1.91E+09,101.55
,,,,9.64E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.305,1.91E+09,100.45,1.91E+09,101.55
,,,,9.65E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.301,1.91E+09,100.45,1.91E+09,101.55
,,,,9.65E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.3,1.91E+09,100.45,1.91E+09,101.55
,,,,9.65E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.289,1.91E+09,100.45,1.91E+09,101.55
,,,,9.65E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.275,1.91E+09,100.45,1.91E+09,101.55
,,,,9.65E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.273,1.91E+09,100.45,1.91E+09,101.55
,,,,9.66E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.271,1.91E+09,100.45,1.91E+09,101.55
,,,,9.66E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.266,1.91E+09,100.45,1.91E+09,101.55
,,,,9.66E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.267,1.91E+09,100.45,1.91E+09,101.55
,,,,9.66E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.267,1.91E+09,100.45,1.91E+09,101.55
,,,,9.66E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.261,1.91E+09,100.45,1.91E+09,101.55
,,,,9.67E+08,101.07,1.01E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.259,1.91E+09,100.45,1.91E+09,101.55
,,,,9.67E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.248,1.91E+09,100.45,1.91E+09,101.55
,,,,9.67E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.244,1.91E+09,100.45,1.91E+09,101.55
,,,,9.67E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.236,1.91E+09,100.45,1.91E+09,101.55
,,,,9.67E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.228,1.91E+09,100.45,1.91E+09,101.55
,,,,9.68E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.218,1.91E+09,100.45,1.91E+09,101.55
,,,,9.68E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.213,1.91E+09,100.45,1.91E+09,101.55
,,,,9.68E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.211,1.91E+09,100.45,1.91E+09,101.55
,,,,9.68E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.202,1.91E+09,100.45,1.91E+09,101.55
,,,,9.68E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.201,1.91E+09,100.45,1.91E+09,101.55
,,,,9.69E+08,101.07,1.02E+09,102.17,,,,,1.91E+09,98.855,1.91E+09,99.383,,,,,,,1.91E+09,98.196,1.91E+09,100.45,1.91E+09,101.55
,,,,9.69E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.183,1.92E+09,100.45,1.92E+09,101.55
,,,,9.69E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.176,1.92E+09,100.45,1.92E+09,101.55
,,,,9.69E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.174,1.92E+09,100.45,1.92E+09,101.55
,,,,9.69E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.171,1.92E+09,100.45,1.92E+09,101.55
,,,,9.70E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.167,1.92E+09,100.45,1.92E+09,101.55
,,,,9.70E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.168,1.92E+09,100.45,1.92E+09,101.55
,,,,9.70E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.161,1.92E+09,100.45,1.92E+09,101.55
,,,,9.70E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.161,1.92E+09,100.45,1.92E+09,101.55
,,,,9.70E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.161,1.92E+09,100.45,1.92E+09,101.55
,,,,9.71E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.153,1.92E+09,100.45,1.92E+09,101.55
,,,,9.71E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.147,1.92E+09,100.45,1.92E+09,101.55
,,,,9.71E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.141,1.92E+09,100.45,1.92E+09,101.55
,,,,9.71E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.134,1.92E+09,100.45,1.92E+09,101.55
,,,,9.71E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.126,1.92E+09,100.45,1.92E+09,101.55
,,,,9.71E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.121,1.92E+09,100.45,1.92E+09,101.55
,,,,9.72E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.121,1.92E+09,100.45,1.92E+09,101.55
,,,,9.72E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.116,1.92E+09,100.45,1.92E+09,101.55
,,,,9.72E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.112,1.92E+09,100.45,1.92E+09,101.55
,,,,9.72E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.108,1.92E+09,100.45,1.92E+09,101.55
,,,,9.72E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.108,1.92E+09,100.45,1.92E+09,101.55
,,,,9.73E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.108,1.92E+09,100.45,1.92E+09,101.55
,,,,9.73E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.108,1.92E+09,100.45,1.92E+09,101.55
,,,,9.73E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.108,1.92E+09,100.45,1.92E+09,101.55
,,,,9.73E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.109,1.92E+09,100.45,1.92E+09,101.55
,,,,9.73E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.104,1.92E+09,100.45,1.92E+09,101.55
,,,,9.74E+08,101.07,1.02E+09,102.17,,,,,1.92E+09,98.855,1.92E+09,99.383,,,,,,,1.92E+09,98.096,1.92E+09,100.45,1.92E+09,101.55
,,,,9.74E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.095,1.93E+09,100.45,1.93E+09,101.55
,,,,9.74E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.086,1.93E+09,100.45,1.93E+09,101.55
,,,,9.74E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.081,1.93E+09,100.45,1.93E+09,101.55
,,,,9.74E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.082,1.93E+09,100.45,1.93E+09,101.55
,,,,9.75E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.08,1.93E+09,100.45,1.93E+09,101.55
,,,,9.75E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.075,1.93E+09,100.45,1.93E+09,101.55
,,,,9.75E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.075,1.93E+09,100.45,1.93E+09,101.55
,,,,9.75E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.074,1.93E+09,100.45,1.93E+09,101.55
,,,,9.75E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.066,1.93E+09,100.45,1.93E+09,101.55
,,,,9.76E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.062,1.93E+09,100.45,1.93E+09,101.55
,,,,9.76E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.06,1.93E+09,100.45,1.93E+09,101.55
,,,,9.76E+08,101.07,1.02E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.055,1.93E+09,100.45,1.93E+09,101.55
,,,,9.76E+08,101.07,1.03E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.055,1.93E+09,100.45,1.93E+09,101.55
,,,,9.76E+08,101.07,1.03E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.039,1.93E+09,100.45,1.93E+09,101.55
,,,,9.77E+08,101.07,1.03E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.031,1.93E+09,100.45,1.93E+09,101.55
,,,,9.77E+08,101.07,1.03E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.024,1.93E+09,100.45,1.93E+09,101.55
,,,,9.77E+08,101.07,1.03E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.015,1.93E+09,100.45,1.93E+09,101.55
,,,,9.77E+08,101.07,1.03E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.016,1.93E+09,100.45,1.93E+09,101.55
,,,,9.77E+08,101.07,1.03E+09,102.17,,,,,1.93E+09,98.855,1.93E+09,99.383,,,,,,,1.93E+09,98.01,1.93E+09,100.45,1.93E+09,101.55
