,No correction,,ECP2,,ECP6,,SAFER_32,,PAYG,,FREE-p,,Aegis 9x61,,Zombie_XOR,,RIDER,,RIDER + FREE-p,,RIDER + ECP4,,RIDER-XOR,,RIDER-XOR + ECP4,,RIDER + Aegis 17x31
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.03,5.68E+09,54.769,5.68E+09,92.474
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.03,5.68E+09,54.761,5.68E+09,92.458
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.025,5.68E+09,54.758,5.68E+09,92.449
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.019,5.68E+09,54.744,5.68E+09,92.436
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.016,5.68E+09,54.739,5.68E+09,92.424
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.017,5.68E+09,54.729,5.68E+09,92.413
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.011,5.68E+09,54.727,5.68E+09,92.414
,,,,2.87E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.004,5.68E+09,54.724,5.68E+09,92.402
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,41.002,5.68E+09,54.712,5.68E+09,92.384
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,40.997,5.68E+09,54.705,5.68E+09,92.371
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.68E+09,57.067,,,,,,,5.68E+09,40.994,5.68E+09,54.7,5.68E+09,92.361
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.989,5.69E+09,54.692,5.69E+09,92.354
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.984,5.69E+09,54.685,5.69E+09,92.343
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.972,5.69E+09,54.684,5.69E+09,92.333
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.959,5.69E+09,54.675,5.69E+09,92.326
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.955,5.69E+09,54.664,5.69E+09,92.327
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.945,5.69E+09,54.66,5.69E+09,92.323
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.94,5.69E+09,54.642,5.69E+09,92.31
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.929,5.69E+09,54.631,5.69E+09,92.298
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.922,5.69E+09,54.624,5.69E+09,92.283
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.918,5.69E+09,54.617,5.69E+09,92.263
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.909,5.69E+09,54.617,5.69E+09,92.233
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.903,5.69E+09,54.613,5.69E+09,92.22
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.068,,,,,,,5.69E+09,40.897,5.69E+09,54.606,5.69E+09,92.221
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.067,,,,,,,5.69E+09,40.89,5.69E+09,54.601,5.69E+09,92.218
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.068,,,,,,,5.69E+09,40.88,5.69E+09,54.595,5.69E+09,92.214
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.065,,,,,,,5.69E+09,40.871,5.69E+09,54.586,5.69E+09,92.208
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.072,,,,,,,5.69E+09,40.865,5.69E+09,54.586,5.69E+09,92.202
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.061,,,,,,,5.69E+09,40.866,5.69E+09,54.579,5.69E+09,92.195
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,57.086,,,,,,,5.69E+09,40.862,5.69E+09,54.574,5.69E+09,92.186
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,56.981,,,,,,,5.69E+09,40.858,5.69E+09,54.574,5.69E+09,92.172
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,56.659,,,,,,,5.69E+09,40.856,5.69E+09,54.564,5.69E+09,92.154
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,56.688,,,,,,,5.69E+09,40.847,5.69E+09,54.554,5.69E+09,92.141
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,56.674,,,,,,,5.69E+09,40.838,5.69E+09,54.545,5.69E+09,92.132
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,56.681,,,,,,,5.69E+09,40.825,5.69E+09,54.533,5.69E+09,92.122
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,56.679,,,,,,,5.69E+09,40.818,5.69E+09,54.525,5.69E+09,92.109
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.69E+09,56.679,,,,,,,5.69E+09,40.818,5.69E+09,54.526,5.69E+09,92.1
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.812,5.70E+09,54.521,5.70E+09,92.093
,,,,2.88E+09,101.07,3.02E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.812,5.70E+09,54.513,5.70E+09,92.074
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.813,5.70E+09,54.508,5.70E+09,92.062
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.805,5.70E+09,54.499,5.70E+09,92.055
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.796,5.70E+09,54.491,5.70E+09,92.044
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.784,5.70E+09,54.477,5.70E+09,92.032
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.769,5.70E+09,54.473,5.70E+09,92.028
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.76,5.70E+09,54.469,5.70E+09,92.018
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.747,5.70E+09,54.463,5.70E+09,92.01
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.747,5.70E+09,54.452,5.70E+09,91.997
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.744,5.70E+09,54.446,5.70E+09,91.991
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.733,5.70E+09,54.441,5.70E+09,91.976
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.724,5.70E+09,54.439,5.70E+09,91.966
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.716,5.70E+09,54.438,5.70E+09,91.965
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.703,5.70E+09,54.431,5.70E+09,91.952
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.699,5.70E+09,54.427,5.70E+09,91.944
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.685,5.70E+09,54.417,5.70E+09,91.929
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.673,5.70E+09,54.414,5.70E+09,91.915
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.665,5.70E+09,54.415,5.70E+09,91.907
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.653,5.70E+09,54.412,5.70E+09,91.892
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.655,5.70E+09,54.4,5.70E+09,91.873
,,,,2.88E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.649,5.70E+09,54.392,5.70E+09,91.861
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.647,5.70E+09,54.381,5.70E+09,91.846
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.642,5.70E+09,54.366,5.70E+09,91.836
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.639,5.70E+09,54.359,5.70E+09,91.817
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.70E+09,56.679,,,,,,,5.70E+09,40.635,5.70E+09,54.348,5.70E+09,91.799
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.626,5.71E+09,54.347,5.71E+09,91.79
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.615,5.71E+09,54.343,5.71E+09,91.786
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.608,5.71E+09,54.338,5.71E+09,91.782
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.609,5.71E+09,54.335,5.71E+09,91.775
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.6,5.71E+09,54.331,5.71E+09,91.771
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.594,5.71E+09,54.325,5.71E+09,91.76
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.59,5.71E+09,54.317,5.71E+09,91.756
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.679,,,,,,,5.71E+09,40.587,5.71E+09,54.31,5.71E+09,91.75
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.681,,,,,,,5.71E+09,40.581,5.71E+09,54.298,5.71E+09,91.728
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.678,,,,,,,5.71E+09,40.576,5.71E+09,54.29,5.71E+09,91.725
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.674,,,,,,,5.71E+09,40.573,5.71E+09,54.281,5.71E+09,91.721
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.327,,,,,,,5.71E+09,40.565,5.71E+09,54.27,5.71E+09,91.708
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.283,,,,,,,5.71E+09,40.553,5.71E+09,54.263,5.71E+09,91.702
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.293,,,,,,,5.71E+09,40.539,5.71E+09,54.261,5.71E+09,91.696
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.289,,,,,,,5.71E+09,40.535,5.71E+09,54.26,5.71E+09,91.689
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.292,,,,,,,5.71E+09,40.528,5.71E+09,54.25,5.71E+09,91.674
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.29,,,,,,,5.71E+09,40.522,5.71E+09,54.249,5.71E+09,91.658
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.521,5.71E+09,54.243,5.71E+09,91.643
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.507,5.71E+09,54.237,5.71E+09,91.617
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.503,5.71E+09,54.237,5.71E+09,91.614
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.495,5.71E+09,54.236,5.71E+09,91.609
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.479,5.71E+09,54.228,5.71E+09,91.598
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.468,5.71E+09,54.221,5.71E+09,91.58
,,,,2.89E+09,101.07,3.03E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.463,5.71E+09,54.212,5.71E+09,91.547
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.455,5.71E+09,54.202,5.71E+09,91.531
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.71E+09,56.291,,,,,,,5.71E+09,40.433,5.71E+09,54.199,5.71E+09,91.531
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.424,5.72E+09,54.194,5.72E+09,91.52
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.411,5.72E+09,54.185,5.72E+09,91.497
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.395,5.72E+09,54.18,5.72E+09,91.487
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.379,5.72E+09,54.171,5.72E+09,91.469
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.366,5.72E+09,54.169,5.72E+09,91.452
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.365,5.72E+09,54.165,5.72E+09,91.446
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.359,5.72E+09,54.163,5.72E+09,91.44
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.345,5.72E+09,54.159,5.72E+09,91.426
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.342,5.72E+09,54.155,5.72E+09,91.418
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.33,5.72E+09,54.147,5.72E+09,91.404
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.299,5.72E+09,54.144,5.72E+09,91.393
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.278,5.72E+09,54.137,5.72E+09,91.391
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.271,5.72E+09,54.13,5.72E+09,91.384
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.271,5.72E+09,54.116,5.72E+09,91.367
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.262,5.72E+09,54.104,5.72E+09,91.364
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.255,5.72E+09,54.101,5.72E+09,91.358
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.242,5.72E+09,54.095,5.72E+09,91.349
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.228,5.72E+09,54.086,5.72E+09,91.342
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.224,5.72E+09,54.076,5.72E+09,91.341
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.291,,,,,,,5.72E+09,40.208,5.72E+09,54.07,5.72E+09,91.331
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.29,,,,,,,5.72E+09,40.204,5.72E+09,54.063,5.72E+09,91.31
,,,,2.89E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.292,,,,,,,5.72E+09,40.2,5.72E+09,54.054,5.72E+09,91.31
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.288,,,,,,,5.72E+09,40.19,5.72E+09,54.05,5.72E+09,91.304
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.298,,,,,,,5.72E+09,40.177,5.72E+09,54.041,5.72E+09,91.304
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.279,,,,,,,5.72E+09,40.169,5.72E+09,54.03,5.72E+09,91.297
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.72E+09,56.322,,,,,,,5.72E+09,40.162,5.72E+09,54.023,5.72E+09,91.284
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,56.111,,,,,,,5.73E+09,40.155,5.73E+09,54.016,5.73E+09,91.259
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.87,,,,,,,5.73E+09,40.14,5.73E+09,54.014,5.73E+09,91.246
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.915,,,,,,,5.73E+09,40.123,5.73E+09,54.006,5.73E+09,91.244
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.895,,,,,,,5.73E+09,40.12,5.73E+09,53.999,5.73E+09,91.229
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.906,,,,,,,5.73E+09,40.111,5.73E+09,53.994,5.73E+09,91.221
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.901,,,,,,,5.73E+09,40.1,5.73E+09,53.985,5.73E+09,91.211
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.093,5.73E+09,53.982,5.73E+09,91.203
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.902,,,,,,,5.73E+09,40.077,5.73E+09,53.97,5.73E+09,91.206
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.068,5.73E+09,53.966,5.73E+09,91.181
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.058,5.73E+09,53.959,5.73E+09,91.16
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.051,5.73E+09,53.955,5.73E+09,91.151
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.044,5.73E+09,53.953,5.73E+09,91.134
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.04,5.73E+09,53.946,5.73E+09,91.128
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.043,5.73E+09,53.94,5.73E+09,91.112
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.03,5.73E+09,53.929,5.73E+09,91.094
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.018,5.73E+09,53.924,5.73E+09,91.075
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.01,5.73E+09,53.912,5.73E+09,91.057
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,40.002,5.73E+09,53.905,5.73E+09,91.046
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,39.994,5.73E+09,53.906,5.73E+09,91.004
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,39.984,5.73E+09,53.906,5.73E+09,90.978
,,,,2.90E+09,101.07,3.04E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,39.973,5.73E+09,53.901,5.73E+09,90.953
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,39.963,5.73E+09,53.899,5.73E+09,90.937
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,39.961,5.73E+09,53.9,5.73E+09,90.934
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,39.95,5.73E+09,53.893,5.73E+09,90.924
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.73E+09,39.94,5.73E+09,53.887,5.73E+09,90.903
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.73E+09,55.903,,,,,,,5.74E+09,39.934,5.73E+09,53.88,5.73E+09,90.881
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.927,5.74E+09,53.868,5.74E+09,90.862
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.922,5.74E+09,53.853,5.74E+09,90.858
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.913,5.74E+09,53.844,5.74E+09,90.844
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.907,5.74E+09,53.833,5.74E+09,90.835
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.894,5.74E+09,53.833,5.74E+09,90.828
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.886,5.74E+09,53.828,5.74E+09,90.812
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.883,5.74E+09,53.826,5.74E+09,90.791
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.878,5.74E+09,53.821,5.74E+09,90.763
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.877,5.74E+09,53.812,5.74E+09,90.746
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.868,5.74E+09,53.807,5.74E+09,90.712
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.852,5.74E+09,53.808,5.74E+09,90.705
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.848,5.74E+09,53.804,5.74E+09,90.686
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.842,5.74E+09,53.798,5.74E+09,90.671
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.903,,,,,,,5.74E+09,39.832,5.74E+09,53.794,5.74E+09,90.654
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.901,,,,,,,5.74E+09,39.83,5.74E+09,53.789,5.74E+09,90.629
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.907,,,,,,,5.74E+09,39.827,5.74E+09,53.789,5.74E+09,90.618
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.896,,,,,,,5.74E+09,39.82,5.74E+09,53.79,5.74E+09,90.613
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.918,,,,,,,5.74E+09,39.816,5.74E+09,53.786,5.74E+09,90.598
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.587,,,,,,,5.74E+09,39.817,5.74E+09,53.773,5.74E+09,90.585
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.498,,,,,,,5.74E+09,39.815,5.74E+09,53.77,5.74E+09,90.573
,,,,2.90E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.52,,,,,,,5.74E+09,39.806,5.74E+09,53.76,5.74E+09,90.541
,,,,2.91E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.51,,,,,,,5.74E+09,39.798,5.74E+09,53.757,5.74E+09,90.536
,,,,2.91E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.517,,,,,,,5.74E+09,39.797,5.74E+09,53.747,5.74E+09,90.52
,,,,2.91E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.513,,,,,,,5.74E+09,39.795,5.74E+09,53.746,5.74E+09,90.505
,,,,2.91E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.515,,,,,,,5.74E+09,39.782,5.74E+09,53.741,5.74E+09,90.5
,,,,2.91E+09,101.07,3.05E+09,102.17,,,,,,,5.74E+09,55.514,,,,,,,5.75E+09,39.776,5.75E+09,53.736,5.74E+09,90.491
,,,,2.91E+09,101.07,3.05E+09,102.17,,,,,,,5.75E+09,55.515,,,,,,,5.75E+09,39.771,5.75E+09,53.734,5.75E+09,90.483
,,,,2.91E+09,101.07,3.05E+09,102.17,,,,,,,5.75E+09,55.514,,,,,,,5.75E+09,39.77,5.75E+09,53.735,5.75E+09,90.478
